,station,mean_temp,mean_wind_speed
0,38,18.0,3.0
0,39,18.4,4.9
0,39,18.4,4.9
0,39,18.4,4.9
0,40,18.3,2.4
0,41,17.9,3.0
0,42,18.0,3.0
0,42,18.0,3.0
0,43,18.6,5.5
0,44,17.9,4.2
0,45,17.9,3.2
0,46,17.8,2.8
0,46,17.8,2.8
0,47,18.1,3.2
0,0,15.9,4.8
0,0,15.9,4.8
0,1,15.9,4.8
0,2,17.0,3.4
0,2,17.0,3.4
0,3,16.7,4.0
0,3,16.7,4.0
0,4,19.7,4.6
0,5,17.0,4.7
0,5,17.0,4.7
0,6,17.7,4.0
0,6,17.7,4.0
0,6,17.7,4.0
0,7,16.5,7.4
0,8,16.3,4.1
0,9,17.7,3.2
0,10,15.9,6.1
0,11,18.1,3.7
0,12,16.1,4.1
0,12,16.1,4.1
0,13,16.2,3.5
0,13,16.2,3.5
0,13,16.2,3.5
0,14,18.6,3.6
0,15,18.4,4.2
0,16,17.3,3.7
0,17,19.7,3.7
0,17,19.7,3.7
0,17,19.7,3.7
0,17,19.7,3.7
0,18,18.7,3.7
0,19,19.7,3.7
0,20,18.7,4.0
0,20,18.7,4.0
0,21,16.8,3.8
0,21,16.8,3.8
0,22,18.5,3.6
0,22,18.5,3.6
0,22,18.5,3.6
0,23,19.2,4.1
0,23,19.2,4.1
0,24,18.6,4.2
0,24,18.6,4.2
0,25,17.8,3.8
0,25,17.8,3.8
0,26,18.1,3.0
0,27,16.9,3.4
0,28,17.0,4.7
0,29,18.0,3.5
0,30,19.4,4.4
0,31,18.4,3.5
0,31,18.4,3.5
0,31,18.4,3.5
0,32,17.1,5.1
0,33,18.4,3.8
0,33,18.4,3.8
0,33,18.4,3.8
0,34,16.6,3.1
0,34,16.6,3.1
0,35,18.8,3.3
0,36,18.5,3.6
0,37,16.5,4.0
0,37,16.5,4.0
0,37,16.5,4.0
0,38,16.4,3.4
0,39,16.4,5.1
0,39,16.4,5.1
0,39,16.4,5.1
0,40,18.7,3.3
0,41,16.8,3.4
0,42,16.8,3.4
0,42,16.8,3.4
0,43,16.4,5.6
0,44,16.7,4.2
0,45,16.2,3.9
0,46,16.6,3.2
0,46,16.6,3.2
0,47,19.3,4.2
0,0,14.4,3.3
0,0,14.4,3.3
0,1,14.4,3.3
0,2,16.5,2.9
0,2,16.5,2.9
0,3,18.3,3.3
0,3,18.3,3.3
0,4,18.1,3.1
0,5,18.3,3.5
0,5,18.3,3.5
0,6,18.6,4.0
0,6,18.6,4.0
0,6,18.6,4.0
0,7,15.5,4.6
0,8,16.4,3.2
0,9,17.1,2.1
0,10,14.5,3.7
0,11,17.3,3.4
0,12,16.5,3.4
0,12,16.5,3.4
0,13,17.0,2.8
0,13,17.0,2.8
0,13,17.0,2.8
0,14,17.0,3.3
0,15,18.5,3.3
0,16,18.8,3.8
0,17,18.2,2.5
0,17,18.2,2.5
0,17,18.2,2.5
0,17,18.2,2.5
0,18,17.2,3.2
0,19,18.2,2.5
0,20,18.5,4.3
0,20,18.5,4.3
0,21,16.6,3.1
0,21,16.6,3.1
0,22,17.8,4.1
0,22,17.8,4.1
0,22,17.8,4.1
0,23,18.7,4.3
0,23,18.7,4.3
0,24,18.9,4.0
0,24,18.9,4.0
0,25,18.4,3.3
0,25,18.4,3.3
0,26,16.7,1.6
0,27,19.1,3.5
0,28,18.7,3.6
0,29,18.7,2.9
0,30,19.3,4.5
0,31,17.4,3.4
0,31,17.4,3.4
0,31,17.4,3.4
0,32,18.0,4.2
0,33,16.8,3.7
0,33,16.8,3.7
0,33,16.8,3.7
0,34,16.5,2.6
0,34,16.5,2.6
0,35,19.3,5.0
0,36,18.1,3.6
0,37,17.6,3.3
0,37,17.6,3.3
0,37,17.6,3.3
0,38,16.7,2.8
0,39,16.8,3.3
0,39,16.8,3.3
0,39,16.8,3.3
0,40,19.0,3.1
0,41,19.1,3.5
0,42,19.2,3.5
0,42,19.2,3.5
0,43,17.1,3.0
0,44,18.0,3.3
0,45,16.5,2.9
0,46,17.5,3.0
0,46,17.5,3.0
0,47,18.6,4.7
0,0,19.1,3.5
0,0,19.1,3.5
0,1,19.1,3.5
0,2,19.9,3.1
0,2,19.9,3.1
0,3,21.8,4.0
0,3,21.8,4.0
0,4,20.3,2.9
0,5,22.0,4.5
0,5,22.0,4.5
0,6,21.5,3.9
0,6,21.5,3.9
0,6,21.5,3.9
0,7,18.5,4.3
0,8,20.2,3.2
0,9,19.8,2.5
0,10,18.9,3.7
0,11,20.3,4.3
0,12,20.8,3.7
0,12,20.8,3.7
0,13,21.2,3.0
0,13,21.2,3.0
0,13,21.2,3.0
0,14,19.6,4.1
0,15,20.9,3.7
0,16,21.7,3.9
0,17,20.5,2.6
0,17,20.5,2.6
0,17,20.5,2.6
0,17,20.5,2.6
0,18,19.5,3.8
0,19,20.5,2.6
0,20,20.5,4.9
0,20,20.5,4.9
0,21,20.2,3.2
0,21,20.2,3.2
0,22,19.8,4.9
0,22,19.8,4.9
0,22,19.8,4.9
0,23,20.1,4.5
0,23,20.1,4.5
0,24,20.9,4.5
0,24,20.9,4.5
0,25,21.1,3.5
0,25,21.1,3.5
0,26,20.0,2.2
0,27,21.7,3.9
0,28,22.2,4.3
0,29,21.2,3.2
0,30,20.9,4.6
0,31,19.8,4.2
0,31,19.8,4.2
0,31,19.8,4.2
0,32,20.8,4.4
0,33,19.4,4.6
0,33,19.4,4.6
0,33,19.4,4.6
0,34,20.2,2.9
0,34,20.2,2.9
0,35,20.7,4.7
0,36,20.5,4.3
0,37,21.3,3.6
0,37,21.3,3.6
0,37,21.3,3.6
0,38,20.7,2.9
0,39,20.9,3.8
0,39,20.9,3.8
0,39,20.9,3.8
0,40,21.2,3.8
0,41,21.8,3.9
0,42,21.9,3.9
0,42,21.9,3.9
0,43,20.5,3.8
0,44,21.7,4.2
0,45,20.6,3.1
0,46,21.0,3.2
0,46,21.0,3.2
0,47,19.8,4.9
0,0,19.4,3.2
0,0,19.4,3.2
0,1,19.4,3.2
0,2,19.4,2.8
0,2,19.4,2.8
0,3,21.2,4.6
0,3,21.2,4.6
0,4,19.6,2.1
0,5,21.6,5.1
0,5,21.6,5.1
0,6,20.8,3.8
0,6,20.8,3.8
0,6,20.8,3.8
0,7,19.2,3.1
0,8,20.6,2.9
0,9,19.5,1.8
0,10,19.5,3.0
0,11,19.5,3.3
0,12,20.9,3.9
0,12,20.9,3.9
0,13,21.0,3.2
0,13,21.0,3.2
0,13,21.0,3.2
0,14,18.8,2.6
0,15,20.5,3.2
0,16,21.2,4.0
0,17,19.9,1.6
0,17,19.9,1.6
0,17,19.9,1.6
0,17,19.9,1.6
0,18,18.8,2.5
0,19,19.9,1.6
0,20,20.2,4.7
0,20,20.2,4.7
0,21,20.3,2.8
0,21,20.3,2.8
0,22,19.5,3.9
0,22,19.5,3.9
0,22,19.5,3.9
0,23,19.8,4.6
0,23,19.8,4.6
0,24,20.5,4.6
0,24,20.5,4.6
0,25,20.6,3.7
0,25,20.6,3.7
0,26,18.9,1.4
0,27,21.1,4.4
0,28,21.5,4.8
0,29,20.8,3.4
0,30,20.4,5.2
0,31,19.2,3.2
0,31,19.2,3.2
0,31,19.2,3.2
0,32,21.1,5.0
0,33,18.6,3.1
0,33,18.6,3.1
0,33,18.6,3.1
0,34,19.6,2.7
0,34,19.6,2.7
0,35,20.6,4.9
0,36,20.1,4.0
0,37,21.2,3.9
0,37,21.2,3.9
0,37,21.2,3.9
0,38,20.4,2.9
0,39,21.3,4.0
0,39,21.3,4.0
0,39,21.3,4.0
0,40,20.7,4.4
0,41,21.2,4.4
0,42,21.2,4.4
0,42,21.2,4.4
0,43,21.5,3.7
0,44,21.3,4.9
0,45,20.7,2.9
0,46,20.3,3.3
0,46,20.3,3.3
0,47,19.7,4.9
0,0,18.7,2.1
0,0,18.7,2.1
0,1,18.7,2.1
0,2,18.6,2.4
0,2,18.6,2.4
0,3,19.5,4.4
0,3,19.5,4.4
0,4,19.3,1.9
0,5,20.0,5.0
0,5,20.0,5.0
0,6,19.6,3.2
0,6,19.6,3.2
0,6,19.6,3.2
0,7,19.0,2.1
0,8,19.1,2.7
0,9,18.3,1.8
0,10,19.0,1.9
0,11,18.8,2.1
0,12,19.3,3.6
0,12,19.3,3.6
0,13,19.5,3.0
0,13,19.5,3.0
0,13,19.5,3.0
0,14,18.7,1.7
0,15,19.3,2.8
0,16,19.7,3.7
0,17,19.5,1.2
0,17,19.5,1.2
0,17,19.5,1.2
0,17,19.5,1.2
0,18,18.3,1.8
0,19,19.5,1.2
0,20,19.2,3.3
0,20,19.2,3.3
0,21,19.3,2.6
0,21,19.3,2.6
0,22,18.5,2.6
0,22,18.5,2.6
0,22,18.5,2.6
0,23,18.9,3.5
0,23,18.9,3.5
0,24,19.5,3.4
0,24,19.5,3.4
0,25,19.4,2.3
0,25,19.4,2.3
0,26,18.4,0.9
0,27,19.6,2.4
0,28,20.0,4.4
0,29,19.5,2.3
0,30,19.2,4.0
0,31,18.3,2.1
0,31,18.3,2.1
0,31,18.3,2.1
0,32,20.2,5.2
0,33,18.5,2.0
0,33,18.5,2.0
0,33,18.5,2.0
0,34,18.5,2.3
0,34,18.5,2.3
0,35,19.9,4.7
0,36,18.9,2.7
0,37,19.9,4.0
0,37,19.9,4.0
0,37,19.9,4.0
0,38,19.0,2.6
0,39,19.9,3.8
0,39,19.9,3.8
0,39,19.9,3.8
0,40,19.7,3.3
0,41,19.6,2.3
0,42,19.6,2.1
0,42,19.6,2.1
0,43,20.2,3.1
0,44,19.7,4.8
0,45,19.0,2.7
0,46,19.0,2.9
0,46,19.0,2.9
0,47,19.0,3.7
0,0,17.7,4.0
0,0,17.7,4.0
0,1,17.7,4.0
0,2,18.1,4.1
0,2,18.1,4.1
0,3,18.3,4.4
0,3,18.3,4.4
0,4,18.6,5.0
0,5,18.2,4.7
0,5,18.2,4.7
0,6,18.8,4.4
0,6,18.8,4.4
0,6,18.8,4.4
0,7,18.3,5.5
0,8,17.7,3.6
0,9,17.8,3.4
0,10,17.9,4.2
0,11,18.1,5.0
0,12,18.0,4.5
0,12,18.0,4.5
0,13,18.0,3.6
0,13,18.0,3.6
0,13,18.0,3.6
0,14,18.0,4.5
0,15,18.8,4.0
0,16,18.8,4.4
0,17,18.8,4.0
0,17,18.8,4.0
0,17,18.8,4.0
0,17,18.8,4.0
0,18,17.8,4.6
0,19,18.8,4.0
0,20,18.3,5.6
0,20,18.3,5.6
0,21,17.8,3.7
0,21,17.8,3.7
0,22,18.0,5.4
0,22,18.0,5.4
0,22,18.0,5.4
0,23,18.6,6.5
0,23,18.6,6.5
0,24,18.8,5.5
0,24,18.8,5.5
0,25,18.4,4.3
0,25,18.4,4.3
0,26,17.9,3.8
0,27,18.2,4.1
0,28,18.3,4.4
0,29,18.4,4.0
0,30,18.8,6.4
0,31,17.8,4.9
0,31,17.8,4.9
0,31,17.8,4.9
0,32,18.8,5.5
0,33,17.9,4.8
0,33,17.9,4.8
0,33,17.9,4.8
0,34,17.9,3.6
0,34,17.9,3.6
0,35,19.0,5.6
0,36,18.0,5.1
0,37,18.5,4.3
0,37,18.5,4.3
0,37,18.5,4.3
0,38,17.8,3.5
0,39,18.6,4.7
0,39,18.6,4.7
0,39,18.6,4.7
0,40,19.0,5.0
0,41,18.1,4.1
0,42,18.1,4.1
0,42,18.1,4.1
0,43,19.2,4.4
0,44,18.2,4.6
0,45,17.6,3.5
0,46,18.3,3.9
0,46,18.3,3.9
0,47,18.7,7.1
0,0,15.2,4.0
0,0,15.2,4.0
0,1,15.2,4.0
0,2,15.7,4.0
0,2,15.7,4.0
0,3,16.3,4.3
0,3,16.3,4.3
0,4,16.3,5.0
0,5,16.3,4.5
0,5,16.3,4.5
0,6,16.9,4.6
0,6,16.9,4.6
0,6,16.9,4.6
0,7,15.7,5.6
0,8,14.9,3.5
0,9,15.2,2.9
0,10,15.3,4.3
0,11,15.9,4.1
0,12,15.2,3.8
0,12,15.2,3.8
0,13,15.2,3.2
0,13,15.2,3.2
0,13,15.2,3.2
0,14,15.9,3.7
0,15,16.3,4.1
0,16,16.9,4.6
0,17,16.4,3.7
0,17,16.4,3.7
0,17,16.4,3.7
0,17,16.4,3.7
0,18,16.2,4.5
0,19,16.4,3.7
0,20,16.5,5.0
0,20,16.5,5.0
0,21,15.0,3.5
0,21,15.0,3.5
0,22,16.1,5.2
0,22,16.1,5.2
0,22,16.1,5.2
0,23,17.4,7.7
0,23,17.4,7.7
0,24,17.0,5.2
0,24,17.0,5.2
0,25,16.7,4.8
0,25,16.7,4.8
0,26,15.4,3.0
0,27,17.6,4.2
0,28,16.5,4.5
0,29,16.8,3.9
0,30,17.7,8.3
0,31,16.1,4.7
0,31,16.1,4.7
0,31,16.1,4.7
0,32,16.9,5.9
0,33,15.9,4.0
0,33,15.9,4.0
0,33,15.9,4.0
0,34,15.5,3.2
0,34,15.5,3.2
0,35,18.0,6.5
0,36,16.3,4.8
0,37,16.3,4.2
0,37,16.3,4.2
0,37,16.3,4.2
0,38,15.1,3.1
0,39,15.9,4.6
0,39,15.9,4.6
0,39,15.9,4.6
0,40,17.7,5.1
0,41,17.5,4.2
0,42,17.6,4.2
0,42,17.6,4.2
0,43,16.8,4.6
0,44,16.2,4.3
0,45,14.8,3.3
0,46,16.1,3.5
0,46,16.1,3.5
0,47,17.4,7.8
0,0,12.2,2.3
0,0,12.2,2.3
0,1,12.2,2.3
0,2,13.3,2.9
0,2,13.3,2.9
0,3,13.8,3.4
0,3,13.8,3.4
0,4,14.8,5.0
0,5,14.0,3.7
0,5,14.0,3.7
0,6,14.6,3.6
0,6,14.6,3.6
0,6,14.6,3.6
0,7,14.3,2.6
0,8,12.8,2.2
0,9,14.2,3.1
0,10,12.7,2.2
0,11,14.3,3.7
0,12,13.7,2.9
0,12,13.7,2.9
0,13,12.5,2.3
0,13,12.5,2.3
0,13,12.5,2.3
0,14,14.0,3.3
0,15,15.2,3.3
0,16,14.5,3.6
0,17,15.1,3.6
0,17,15.1,3.6
0,17,15.1,3.6
0,17,15.1,3.6
0,18,14.6,4.1
0,19,15.1,3.6
0,20,14.5,4.5
0,20,14.5,4.5
0,21,12.9,2.3
0,21,12.9,2.3
0,22,13.8,4.5
0,22,13.8,4.5
0,22,13.8,4.5
0,23,15.5,6.1
0,23,15.5,6.1
0,24,15.1,4.6
0,24,15.1,4.6
0,25,14.1,3.6
0,25,14.1,3.6
0,26,13.8,2.6
0,27,14.9,3.8
0,28,14.2,3.7
0,29,14.1,3.0
0,30,15.8,6.8
0,31,14.3,4.1
0,31,14.3,4.1
0,31,14.3,4.1
0,32,15.5,4.1
0,33,13.8,3.5
0,33,13.8,3.5
0,33,13.8,3.5
0,34,12.8,2.3
0,34,12.8,2.3
0,35,16.0,6.5
0,36,14.3,4.0
0,37,14.3,3.2
0,37,14.3,3.2
0,37,14.3,3.2
0,38,12.4,2.1
0,39,14.2,3.0
0,39,14.2,3.0
0,39,14.2,3.0
0,40,15.6,4.4
0,41,14.9,3.7
0,42,14.9,3.7
0,42,14.9,3.7
0,43,15.1,2.5
0,44,13.8,3.4
0,45,12.4,2.2
0,46,13.4,2.7
0,46,13.4,2.7
0,47,15.5,6.2
0,0,12.4,1.7
0,0,12.4,1.7
0,1,12.4,1.7
0,2,14.4,1.5
0,2,14.4,1.5
0,3,13.8,2.0
0,3,13.8,2.0
0,4,14.8,3.0
0,5,14.0,2.4
0,5,14.0,2.4
0,6,14.6,2.4
0,6,14.6,2.4
0,6,14.6,2.4
0,7,14.3,2.5
0,8,12.9,0.8
0,9,14.6,2.5
0,10,12.9,1.9
0,11,14.3,2.2
0,12,13.3,1.3
0,12,13.3,1.3
0,13,12.3,1.1
0,13,12.3,1.1
0,13,12.3,1.1
0,14,14.2,1.8
0,15,15.2,2.6
0,16,14.5,2.2
0,17,15.0,2.0
0,17,15.0,2.0
0,17,15.0,2.0
0,17,15.0,2.0
0,18,14.3,2.2
0,19,15.0,2.0
0,20,14.6,3.1
0,20,14.6,3.1
0,21,13.6,1.0
0,21,13.6,1.0
0,22,14.0,2.9
0,22,14.0,2.9
0,22,14.0,2.9
0,23,14.7,3.0
0,23,14.7,3.0
0,24,14.8,2.9
0,24,14.8,2.9
0,25,14.0,2.2
0,25,14.0,2.2
0,26,14.4,1.7
0,27,14.8,1.2
0,28,14.3,2.2
0,29,13.9,1.8
0,30,15.1,3.4
0,31,14.2,2.4
0,31,14.2,2.4
0,31,14.2,2.4
0,32,15.1,2.2
0,33,14.0,2.0
0,33,14.0,2.0
0,33,14.0,2.0
0,34,13.7,1.2
0,34,13.7,1.2
0,35,15.7,3.9
0,36,14.5,2.5
0,37,13.9,1.8
0,37,13.9,1.8
0,37,13.9,1.8
0,38,12.8,1.0
0,39,13.7,1.6
0,39,13.7,1.6
0,39,13.7,1.6
0,40,14.9,2.5
0,41,14.8,1.1
0,42,14.8,1.0
0,42,14.8,1.0
0,43,14.4,1.4
0,44,13.6,2.1
0,45,12.6,0.8
0,46,13.8,1.6
0,46,13.8,1.6
0,47,14.7,3.1
0,0,12.4,2.0
0,0,12.4,2.0
0,1,12.4,2.0
0,2,14.4,1.7
0,2,14.4,1.7
0,3,14.0,1.5
0,3,14.0,1.5
0,4,15.9,3.8
0,5,14.6,1.9
0,5,14.6,1.9
0,6,14.2,2.3
0,6,14.2,2.3
0,6,14.2,2.3
0,7,14.4,3.0
0,8,14.0,1.6
0,9,15.8,5.1
0,10,12.8,2.1
0,11,14.8,2.9
0,12,14.9,1.2
0,12,14.9,1.2
0,13,14.2,0.8
0,13,14.2,0.8
0,13,14.2,0.8
0,14,15.1,3.0
0,15,16.0,3.6
0,16,13.6,1.7
0,17,15.9,2.8
0,17,15.9,2.8
0,17,15.9,2.8
0,17,15.9,2.8
0,18,15.0,3.1
0,19,15.9,2.8
0,20,15.3,3.5
0,20,15.3,3.5
0,21,14.3,1.7
0,21,14.3,1.7
0,22,14.3,2.9
0,22,14.3,2.9
0,22,14.3,2.9
0,23,14.9,2.7
0,23,14.9,2.7
0,24,15.1,3.6
0,24,15.1,3.6
0,25,13.4,2.4
0,25,13.4,2.4
0,26,15.1,2.5
0,27,13.6,0.6
0,28,14.6,1.9
0,29,13.2,2.0
0,30,15.2,3.4
0,31,14.5,2.8
0,31,14.5,2.8
0,31,14.5,2.8
0,32,15.9,1.9
0,33,14.9,3.2
0,33,14.9,3.2
0,33,14.9,3.2
0,34,13.9,1.4
0,34,13.9,1.4
0,35,15.1,2.3
0,36,14.7,2.7
0,37,15.0,1.4
0,37,15.0,1.4
0,37,15.0,1.4
0,38,13.9,1.1
0,39,15.1,1.7
0,39,15.1,1.7
0,39,15.1,1.7
0,40,14.1,2.4
0,41,13.5,0.6
0,42,13.5,0.5
0,42,13.5,0.5
0,43,15.0,2.1
0,44,14.2,1.5
0,45,14.1,1.3
0,46,13.6,1.3
0,46,13.6,1.3
0,47,15.1,2.8
0,0,13.3,2.3
0,0,13.3,2.3
0,1,13.3,2.3
0,2,15.0,2.4
0,2,15.0,2.4
0,3,14.1,1.8
0,3,14.1,1.8
0,4,15.3,2.7
0,5,14.1,2.1
0,5,14.1,2.1
0,6,15.3,2.8
0,6,15.3,2.8
0,6,15.3,2.8
0,7,14.9,3.1
0,8,14.3,2.2
0,9,14.3,1.9
0,10,13.7,2.3
0,11,14.5,2.2
0,12,14.8,2.1
0,12,14.8,2.1
0,13,14.4,1.6
0,13,14.4,1.6
0,13,14.4,1.6
0,14,14.4,2.1
0,15,15.9,2.4
0,16,14.8,2.4
0,17,15.2,1.8
0,17,15.2,1.8
0,17,15.2,1.8
0,17,15.2,1.8
0,18,14.4,2.2
0,19,15.2,1.8
0,20,15.3,2.9
0,20,15.3,2.9
0,21,14.7,2.3
0,21,14.7,2.3
0,22,14.1,2.5
0,22,14.1,2.5
0,22,14.1,2.5
0,23,15.6,3.5
0,23,15.6,3.5
0,24,15.7,3.0
0,24,15.7,3.0
0,25,15.1,2.3
0,25,15.1,2.3
0,26,13.9,1.4
0,27,14.1,1.8
0,28,14.3,2.0
0,29,15.0,1.9
0,30,15.9,3.6
0,31,14.2,2.1
0,31,14.2,2.1
0,31,14.2,2.1
0,32,15.5,2.9
0,33,14.4,2.4
0,33,14.4,2.4
0,33,14.4,2.4
0,34,14.6,2.1
0,34,14.6,2.1
0,35,16.0,3.2
0,36,14.8,2.2
0,37,14.8,2.2
0,37,14.8,2.2
0,37,14.8,2.2
0,38,14.4,1.9
0,39,14.9,2.2
0,39,14.9,2.2
0,39,14.9,2.2
0,40,15.7,2.6
0,41,14.0,1.8
0,42,14.0,1.8
0,42,14.0,1.8
0,43,15.2,2.1
0,44,13.9,1.9
0,45,14.4,1.9
0,46,14.6,2.2
0,46,14.6,2.2
0,47,15.7,3.8
0,0,12.9,2.6
0,0,12.9,2.6
0,1,12.9,2.6
0,2,13.8,2.4
0,2,13.8,2.4
0,3,14.1,2.5
0,3,14.1,2.5
0,4,14.8,2.3
0,5,14.5,3.3
0,5,14.5,3.3
0,6,14.6,3.4
0,6,14.6,3.4
0,6,14.6,3.4
0,7,14.8,3.9
0,8,13.7,2.6
0,9,13.7,1.8
0,10,13.2,2.9
0,11,12.6,1.9
0,12,13.9,3.1
0,12,13.9,3.1
0,13,14.1,2.5
0,13,14.1,2.5
0,13,14.1,2.5
0,14,13.0,1.4
0,15,15.0,2.9
0,16,14.6,3.0
0,17,14.2,1.6
0,17,14.2,1.6
0,17,14.2,1.6
0,17,14.2,1.6
0,18,12.8,1.6
0,19,14.2,1.6
0,20,14.4,3.2
0,20,14.4,3.2
0,21,13.8,2.4
0,21,13.8,2.4
0,22,12.7,1.9
0,22,12.7,1.9
0,22,12.7,1.9
0,23,14.8,3.3
0,23,14.8,3.3
0,24,14.9,3.0
0,24,14.9,3.0
0,25,14.2,2.1
0,25,14.2,2.1
0,26,12.9,0.9
0,27,13.9,2.6
0,28,14.3,3.2
0,29,14.3,2.1
0,30,14.7,3.5
0,31,12.5,1.7
0,31,12.5,1.7
0,31,12.5,1.7
0,32,15.2,4.8
0,33,12.8,1.5
0,33,12.8,1.5
0,33,12.8,1.5
0,34,13.4,2.1
0,34,13.4,2.1
0,35,15.6,3.8
0,36,13.5,2.5
0,37,14.4,3.4
0,37,14.4,3.4
0,37,14.4,3.4
0,38,13.8,2.3
0,39,14.9,3.4
0,39,14.9,3.4
0,39,14.9,3.4
0,40,14.2,2.0
0,41,13.8,2.6
0,42,13.7,2.6
0,42,13.7,2.6
0,43,15.4,3.2
0,44,14.3,2.7
0,45,13.8,2.5
0,46,13.8,2.2
0,46,13.8,2.2
0,47,15.2,3.5
0,0,12.7,4.4
0,0,12.7,4.4
0,1,12.7,4.4
0,2,14.0,3.0
0,2,14.0,3.0
0,3,14.3,3.2
0,3,14.3,3.2
0,4,15.6,3.3
0,5,15.1,4.0
0,5,15.1,4.0
0,6,15.0,3.8
0,6,15.0,3.8
0,6,15.0,3.8
0,7,14.7,6.6
0,8,13.5,3.5
0,9,14.6,3.1
0,10,13.1,5.5
0,11,14.4,3.2
0,12,13.4,3.6
0,12,13.4,3.6
0,13,13.5,3.3
0,13,13.5,3.3
0,13,13.5,3.3
0,14,14.6,2.6
0,15,15.9,4.7
0,16,14.5,3.3
0,17,15.5,2.6
0,17,15.5,2.6
0,17,15.5,2.6
0,17,15.5,2.6
0,18,14.5,2.7
0,19,15.5,2.6
0,20,15.8,3.6
0,20,15.8,3.6
0,21,13.7,3.4
0,21,13.7,3.4
0,22,14.3,2.5
0,22,14.3,2.5
0,22,14.3,2.5
0,23,15.8,3.7
0,23,15.8,3.7
0,24,15.8,4.1
0,24,15.8,4.1
0,25,14.8,3.4
0,25,14.8,3.4
0,26,14.1,2.1
0,27,13.8,3.0
0,28,14.9,4.0
0,29,15.1,3.1
0,30,16.1,4.2
0,31,14.3,2.5
0,31,14.3,2.5
0,31,14.3,2.5
0,32,15.4,4.5
0,33,14.4,2.8
0,33,14.4,2.8
0,33,14.4,2.8
0,34,13.3,2.5
0,34,13.3,2.5
0,35,15.9,3.3
0,36,14.8,3.0
0,37,14.3,3.4
0,37,14.3,3.4
0,37,14.3,3.4
0,38,13.4,3.0
0,39,14.3,4.8
0,39,14.3,4.8
0,39,14.3,4.8
0,40,15.4,3.0
0,41,13.6,3.0
0,42,13.6,3.0
0,42,13.6,3.0
0,43,14.5,5.0
0,44,14.6,3.3
0,45,13.5,3.4
0,46,13.4,2.7
0,46,13.4,2.7
0,47,16.0,3.6
0,0,12.9,3.1
0,0,12.9,3.1
0,1,12.9,3.1
0,2,13.3,2.7
0,2,13.3,2.7
0,3,14.0,3.0
0,3,14.0,3.0
0,4,14.1,3.0
0,5,14.9,4.0
0,5,14.9,4.0
0,6,14.5,3.7
0,6,14.5,3.7
0,6,14.5,3.7
0,7,14.6,5.3
0,8,12.9,2.6
0,9,14.3,3.4
0,10,13.3,4.2
0,11,13.4,2.6
0,12,13.2,3.1
0,12,13.2,3.1
0,13,12.9,2.5
0,13,12.9,2.5
0,13,12.9,2.5
0,14,13.4,2.7
0,15,15.5,3.8
0,16,14.2,3.3
0,17,14.3,2.4
0,17,14.3,2.4
0,17,14.3,2.4
0,17,14.3,2.4
0,18,13.4,2.7
0,19,14.3,2.4
0,20,15.0,3.8
0,20,15.0,3.8
0,21,13.1,2.6
0,21,13.1,2.6
0,22,13.4,2.8
0,22,13.4,2.8
0,22,13.4,2.8
0,23,14.7,3.6
0,23,14.7,3.6
0,24,15.4,4.4
0,24,15.4,4.4
0,25,13.9,2.8
0,25,13.9,2.8
0,26,13.4,2.1
0,27,13.5,3.0
0,28,14.7,4.1
0,29,14.0,2.8
0,30,15.1,4.1
0,31,13.3,2.6
0,31,13.3,2.6
0,31,13.3,2.6
0,32,15.7,5.4
0,33,13.2,2.8
0,33,13.2,2.8
0,33,13.2,2.8
0,34,12.8,2.3
0,34,12.8,2.3
0,35,15.9,3.7
0,36,14.0,2.9
0,37,14.2,3.8
0,37,14.2,3.8
0,37,14.2,3.8
0,38,12.7,2.3
0,39,14.5,4.4
0,39,14.5,4.4
0,39,14.5,4.4
0,40,15.8,4.7
0,41,13.4,3.0
0,42,13.4,3.0
0,42,13.4,3.0
0,43,14.6,4.5
0,44,14.3,3.1
0,45,13.0,2.5
0,46,13.0,2.4
0,46,13.0,2.4
0,47,14.8,3.6
0,0,15.5,4.2
0,0,15.5,4.2
0,1,15.5,4.2
0,2,15.7,4.3
0,2,15.7,4.3
0,3,15.9,3.8
0,3,15.9,3.8
0,4,16.6,5.0
0,5,16.5,4.7
0,5,16.5,4.7
0,6,16.5,5.2
0,6,16.5,5.2
0,6,16.5,5.2
0,7,15.9,6.4
0,8,15.6,4.1
0,9,15.5,3.4
0,10,15.4,4.8
0,11,15.4,4.1
0,12,15.8,4.7
0,12,15.8,4.7
0,13,16.2,4.1
0,13,16.2,4.1
0,13,16.2,4.1
0,14,15.4,4.0
0,15,16.7,4.5
0,16,16.3,4.6
0,17,16.3,4.0
0,17,16.3,4.0
0,17,16.3,4.0
0,17,16.3,4.0
0,18,15.6,4.3
0,19,16.3,4.0
0,20,16.6,5.2
0,20,16.6,5.2
0,21,15.8,4.1
0,21,15.8,4.1
0,22,15.2,3.9
0,22,15.2,3.9
0,22,15.2,3.9
0,23,16.5,5.2
0,23,16.5,5.2
0,24,16.8,5.6
0,24,16.8,5.6
0,25,16.4,4.2
0,25,16.4,4.2
0,26,15.3,2.5
0,27,16.0,3.9
0,28,16.1,4.5
0,29,16.5,3.8
0,30,16.8,5.3
0,31,15.4,3.8
0,31,15.4,3.8
0,31,15.4,3.8
0,32,16.5,6.8
0,33,15.2,4.3
0,33,15.2,4.3
0,33,15.2,4.3
0,34,15.5,3.7
0,34,15.5,3.7
