,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28
0,0.007198061187590725,0.008868093632095349,0.008500394486639381,0.01815498923002212,0.008238045710862894,0.01024344747629331,0.010114352524174985,0.004817829067948998,0.008640175497544764,0.006756048476429621,0.006727881119447224,0.01326411555087749,0.009913926635802312,0.016015156650864785,0.010980523434716387,0.010775029291208564,0.011051364195325097,0.01577651207259818,0.009255071708071586,0.007788435185652641,0.008579347482838482,0.035020250108405857,0.005119446776253172,0.02096621615760129,0.02189226881815964,0.013416559504796218,0.006868840908051056
