,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
2301,-0.1978051416222616,0.016391951705750477,-0.02510216322717862,0.01672761691192326,-0.06242177815807781,-0.0178784472263247,0.015621236489303691,-0.00518635825857261,-0.25884957211877835,0.11836428174363833,0.02295953988630417,-0.12648883567357805,0.020353001957993444,0.001179732570985248,0.011061057573919286,0.054767100160282224,0.0470973394235098,0.09203824228999213,-0.02378816496472791,0.020234525411901516,0.08237724987186834,-0.16065067319225446,-0.08902939891342421,-0.16511604993731938,0.08205475903721549,0.03270059976268058,0.009091370743370297,-0.025132025855855833,0.05651262028431159,-0.01721238159221894,6.01039213532476e-08,0.28385713223465026,2.4230288523025844e-52,0.042465361641819244,0.07089906896956455,0.22540674887490852,0.02906766485616119,0.006863083221707922,-0.006883726935948964,-0.05538430982450815,-0.05467750607154542,0.06874948590919716,0.03381959027807058,-0.13223076602899053,-0.038173538126659246,-0.0249241489997164,0.006901509323287258,-0.20489839533170184
2302,-0.09211317835761168,0.011807459513157328,-0.12652394464097105,0.034859908381577265,0.19483476068301886,0.07098372893004734,0.17558980692883908,0.17422499522754986,-0.14412772329231305,0.15320469991453167,0.08553414476243226,0.13279107046631977,0.015585604684014154,-0.022064521677212734,0.12281380770891281,0.04378173602183211,0.20092778423397073,0.16182111462915993,-0.03121784020533247,0.13296106410827824,0.354828181756747,-0.16694812987060115,-0.017324274530577166,-0.05417706969437297,0.28687232405700663,0.1501505771530811,0.11030684414574443,0.012805617245048473,-0.0440646855793595,-0.017160200632846623,5.756580772079375e-08,0.19400442904573884,1.905116710153645e-52,0.07997093373395658,-0.020203910627850874,0.3376521536054279,0.3238227098765906,-0.014304840853917589,-0.041858152599095755,0.07480666197805708,-0.04635680489546745,0.017645365581477113,0.15306114946818417,0.21791843844758163,-0.045603776593799994,0.004088405087277813,0.08036539258020714,-0.0632031513592819
2303,-0.3411186491447401,0.008504979726029408,-0.16394251110582503,-0.05132413520013024,0.03072060129110843,-0.08585199912214259,-0.14427738801521672,-0.08941609797934313,-0.3349609940015973,0.1294040033291094,-0.06420832496722817,0.08981564597640712,0.037521815639890765,-0.007228617827844341,0.08669620384213306,0.03476988653450684,-0.16890339436183566,0.1421595305032417,0.0379364937210902,0.10962135727103006,-0.14171798028993998,-0.141617905936396,0.0016000962702842347,-0.05301014556174127,-0.027981533565732075,-0.011697945027530188,0.08143215648099023,-0.20248412161311036,-0.031237426826380754,0.06745642567315158,5.513487502230845e-08,0.08272984228141256,1.497905440397005e-52,0.038105293479222646,-0.03430543962608468,-0.13950260816020132,-0.13546748625143779,-0.009169344856505668,-0.017955365248239485,0.005898576412280643,0.07097707039007628,-0.05327750137809917,-0.03191786948535347,0.056214812845938544,0.02042087318053587,0.11162564557406707,0.03452626892016708,-0.06424846927787087
2304,-0.24829894307577738,0.006126195457874263,0.21860159669451712,-0.0217679035538626,0.18933362927327868,-0.009597157559874114,-0.03265924890193206,-0.011501677639656926,-0.2774013889771151,0.06614771550620091,-0.0172246231825548,0.4208852482647658,-0.05231429554612527,-0.045521732296625816,0.12208738180220446,0.027780139529683025,-0.05292460176054237,0.2353747062888692,0.07593838715830792,0.06459596598796757,-0.02307298256462198,-0.18737951125980645,-0.02443834648650345,-0.08178306485987213,-0.12529769487611297,-0.11280224539007622,0.049425575685672296,-0.06731320714098743,-0.04909524914611918,-0.06533362055737646,5.28066020177876e-08,0.05232479831136827,1.1777345145590197e-52,0.08488028537738923,0.06610347148177886,-0.027042044411502597,-0.09650822664288472,0.004252304923455075,0.018569163216952123,-0.07911251716024603,-0.10340486606365429,-0.03549757571217871,-0.07503828536577928,-0.06806899494387997,0.018136507828313775,-0.015086781596825083,-0.07062816219371648,-0.030286294736473263
2305,-0.22388691737622457,0.0044127137387775725,0.07221582686210642,-0.03461493595404175,-0.15466795929617183,-0.051749557100565724,-0.0772825357713044,0.042410486808938774,-0.20801482339690125,-0.16898692360329626,-0.013652507104320644,-0.0534875176152213,-0.004501719235782464,-0.04369597528119573,-0.0759449898424156,0.022032633135509804,-0.04792833202080271,0.04019854528675326,0.21008094737416372,-0.08245122186222009,-0.06848125522972104,-0.1442088181573551,0.17426977620519668,0.09334913717111576,-0.03380616351353127,-0.035495272883418805,-0.15406723125567823,0.13308801450126106,-0.04066901530363076,-0.00967589525580681,5.0576646976652463e-08,0.0735996831650253,9.25998857961483e-53,-0.05819046982299281,-0.05271850975372583,-0.02679651824219864,-0.07975102583502836,-0.03185682136235224,-0.06314629006064265,0.0198636476572549,0.0008422782800389106,-0.030645266598005816,-0.029202978340735153,-0.12569848429105956,-0.05113568687301184,-0.03029786562576242,-0.04672609669033989,0.08663742786139472
2306,-0.0899074890099627,0.003178480162222464,-0.3554859764564948,0.03528392333898256,0.17305374994492717,0.04480190585302046,0.05259990276636228,-0.034922458418369606,-0.09479991858403314,0.28794670842450687,0.0051788079068996185,-0.13720597748864227,-0.027097794820658105,0.01660790208824181,0.06921653762622204,0.017594217961389748,0.03571050314399926,0.06484292532166369,-0.09217921082179148,0.1307362091996599,0.10930408395614077,-0.06325694583257269,-0.009398625417216477,0.02370260348065978,0.07583297695031477,0.10747599323263113,0.1927987195440658,0.006769210709598461,0.08951410185965214,0.1493570551678428,4.844086370226653e-08,0.08647174479226422,7.280706008675134e-53,-0.014243900536965781,-0.05441629806774173,-0.035169143386667434,0.022827117942578745,0.03948286685706737,-0.027468798743294665,0.08950898307447452,0.2015533631586942,0.04711970618328354,-0.04926154982514597,0.19089682443479172,0.06333354071562347,0.06950819735392266,0.09905760850607681,0.007389664204475843
2307,-0.12495949707792453,0.0022894531636617936,-0.09918504475122769,-0.0010231094571213628,0.004822218405829637,0.01412687094078735,0.02067454323734985,0.05981639763081181,-0.15449941052470106,-0.06478760456991373,0.06011699708883589,-0.09546557699732028,0.09730862178181587,0.08712246119688805,0.009144080973474966,0.014049706116145111,0.11492906829382099,0.011036155335970799,0.19660470617591308,-0.0299247288985115,0.11702836100781011,-0.11223574117979584,0.04214212361418879,0.03323399061997967,0.03713387677347102,0.06912987897002743,-0.07361786198692799,0.10069619551637943,-0.06524343401477584,-0.018680991252792767,4.6395271449353344e-08,0.0564281552677528,5.724487852510139e-53,0.04422068572468463,0.06187617285800695,-0.029314913796751885,0.09729386933277129,0.003295102825489171,0.1250051871735186,0.07205905010192193,-0.05040042943392509,-0.04323846741009407,0.013915289165348899,-0.17620288328403988,-0.05607253564529813,-0.0034769046006608573,0.021700080592561344,0.05704698701807187
2308,-0.05399111717872496,-0.8403509174514703,-0.16083676564741756,-0.04264129689615792,-0.06271157708132735,-0.049530504337022774,-0.06373850865958286,0.24198200649115065,0.043796526018170634,0.15024507247508867,0.1366337068081761,-0.0074698882960279045,-0.007354206868668389,-0.02075488748396237,0.015343677859549376,0.011219120904720842,-0.11217167885045454,0.0668018055705285,-0.08812671493212598,0.0639822500904581,-0.15527514005932563,0.02202422451082542,-0.08769565612358698,-0.09679106267998572,-0.15851374422774822,-0.046324003631410426,0.09662833496675038,-0.041077689123798056,-0.003935518989399478,0.02418006972906417,4.443606856565501e-08,-0.022839969884064004,4.500904256949628e-53,-0.05409776964154822,-0.09657173472123681,-0.12644060527104506,-0.12846496517372652,-0.013621373895249533,-0.08993057234344315,0.0925871569965726,0.01987030626859365,0.04213136330404943,-0.05761405163066935,-0.06333504704967075,-0.042366361108156836,0.1610907525806481,-0.014486149416153449,-0.1642978907518594
2309,-0.17020426143498368,-0.4759404617991748,-0.11458283654368051,-0.002548852376401012,0.01616373755736944,0.023148223830605774,0.00714517710265139,-0.14827167740484037,-0.18653652289940603,-0.18570791639979312,-0.11036972952723534,0.09452179304274178,-0.028389796363771203,-0.02741576029170467,-0.06747088791088351,0.008958707691273243,-0.028014484072268586,0.021283308179982474,0.9009725441437415,-0.048278894386927784,-0.06778279069979654,-0.15714669952976468,0.2628012176056168,-0.04166743715450738,-0.06689104771446042,0.06287082974220692,-0.0915234950012993,-0.026522647052672266,0.012299130610219589,0.12802824593465367,4.255959291925278e-08,0.0340675587732423,3.5388585978004397e-53,-0.04068677427419953,-0.028394091220851903,-0.09217094056013486,-0.035740897344022526,-0.008542162491285699,0.00336547329035497,-0.07497943388336148,0.11923565054787355,0.02807037721111738,-0.09243504735768793,-0.07435206233851188,0.06341868594060451,-0.19239246008059607,-0.06271094556280965,-0.052219802612676336
2310,-0.07509082513290266,-0.43199621300806545,-0.12166532065540281,0.010807097960721213,-0.016839439802579625,0.06380471558987955,-0.01987587227102272,-0.02339671519924602,-0.057954592209476075,0.09643795181030079,-0.029809803733779727,-0.04575513838006795,0.0649693692412397,-0.017261277323551427,-0.02215757395588691,0.0071536438173958284,-0.020755200769898008,0.035494666719892876,0.3533712330268528,0.05184412224830082,-0.0013706710008337675,-0.0701728465276994,0.07924428349979995,0.012925021047913876,-0.01582780787274851,0.01117421868611912,0.03325173344572041,-0.09694408752574923,0.030796806119724796,-0.0061507523753008275,4.076235968347295e-08,0.0025140545819485327,2.7824456632838757e-53,-0.012737879274684727,0.03249326665821861,-0.08313277387773055,-0.026572418371649698,-0.02850548941391906,-0.055823242088411384,0.04174960259281357,0.07229657038919479,-0.006416322138302344,-0.02067813802863261,-0.0554474359577265,0.008959817011951476,0.02588560651195071,0.012812702127871889,-0.023091207234599898
